datetime,second,joy_x,joy_z,tempo,bgm_start,accx,accy,accz,gyrox,gyroy,gyroz,magx,magy,magz,tempMPU9250
2019-12-12 19:17:10.468505,11.995147,0.0,0.0,0,0,0.22,0.23,0.77,-25.51,14.53,3.60,-45.56,77.20,78.08,30.73
2019-12-12 19:17:10.575773,12.102418,0.0,0.0,0,0,0.90,-0.01,2.90,-139.47,33.02,42.54,-113.96,98.73,-27.83,30.58
2019-12-12 19:17:10.679658,12.206302,0.0,0.0,0,0,0.15,0.09,0.85,159.73,-100.52,-45.04,-79.54,89.79,64.01,30.58
2019-12-12 19:17:10.805598,12.33224,0.0,0.0,0,0,0.20,0.25,0.68,-19.65,-36.80,21.12,-17.29,65.04,77.34,30.54
2019-12-12 19:17:10.909714,12.436357,0.0,0.0,0,0,0.28,0.19,0.71,-19.35,0.06,16.72,-23.29,66.06,74.56,30.68
2019-12-12 19:17:11.013711,12.540353,0.0,0.0,0,0,0.70,-0.05,2.23,8.48,-27.71,27.40,-96.53,96.53,45.85,30.58
2019-12-12 19:17:11.117388,12.644023,0.0,0.0,0,0,0.11,0.20,0.54,128.36,-85.33,-46.39,-40.43,76.17,79.39,30.68
2019-12-12 19:17:11.223852,12.750494,0.0,0.0,0,0,0.31,0.21,0.72,-24.29,-3.72,13.37,-7.91,60.94,69.43,30.49
2019-12-12 19:17:11.328451,12.855094,0.0,0.0,0,0,0.32,0.21,0.73,-5.74,8.54,3.17,-13.92,63.13,69.58,30.73
2019-12-12 19:17:11.432694,12.959336,0.0,0.0,0,0,0.53,0.16,2.26,-207.40,131.35,26.86,-89.21,89.79,36.77,30.87
2019-12-12 19:17:11.545999,13.072691,0.0,0.0,0,0,0.38,0.02,1.20,134.03,-87.16,-39.49,-79.10,86.43,50.68,30.54
2019-12-12 19:17:11.644536,13.171176,0.0,0.0,0,0,0.23,0.23,0.68,18.43,-40.95,9.83,-15.09,62.55,72.22,30.68
2019-12-12 19:17:11.749516,13.276158,0.0,0.0,0,0,0.37,0.22,0.87,-8.91,11.96,-3.42,-11.28,61.96,69.58,30.87
2019-12-12 19:17:11.878741,13.405381,0.0,0.0,0,0,-0.34,-0.12,0.01,-173.89,228.15,50.11,-48.34,78.81,62.99,30.68
2019-12-12 19:17:11.982652,13.509313,0.0,0.0,0,0,0.46,-0.10,1.56,95.21,-50.35,-36.68,-80.71,89.21,-9.23,30.49
2019-12-12 19:17:12.112664,13.639305,0.0,0.0,0,0,0.22,0.21,0.77,49.80,-67.75,-30.94,-37.21,73.83,75.29,30.54
2019-12-12 19:17:12.191353,13.717987,0.0,0.0,0,0,0.32,0.18,0.71,-14.83,-10.44,3.54,-11.87,62.55,75.73,30.78
2019-12-12 19:17:12.295274,13.821915,0.0,0.0,0,0,-0.22,-0.14,0.06,-121.52,206.30,19.90,-39.40,75.73,73.68,30.58
2019-12-12 19:17:12.424962,13.951653,0.0,0.0,0,0,0.26,0.02,1.64,118.10,-60.49,-39.79,-109.72,99.46,-11.28,30.54
2019-12-12 19:17:12.527621,14.054261,0.0,0.0,0,0,0.13,0.22,0.69,30.94,-59.81,-28.81,-41.75,68.12,85.40,30.54
2019-12-12 19:17:12.632177,14.158811,0.0,0.0,0,0,0.30,0.23,0.75,-17.70,12.63,10.93,-17.58,61.23,78.22,30.54
2019-12-12 19:17:12.736048,14.262688,0.0,0.0,0,0,0.03,-0.20,0.57,-158.45,229.92,20.39,-59.18,79.39,60.94,30.73
2019-12-12 19:17:12.863368,14.389969,0.0,0.0,0,0,0.32,0.07,1.49,122.74,-56.34,-38.02,-91.99,85.55,29.88,30.54
2019-12-12 19:17:12.955518,14.482175,0.0,0.0,0,0,0.10,0.36,0.74,37.23,-56.64,-25.76,-19.63,60.64,75.88,30.73
2019-12-12 19:17:13.058823,14.585481,0.0,0.0,0,0,0.37,0.25,0.79,-30.21,7.02,17.40,-8.50,55.96,68.55,30.73
2019-12-12 19:17:13.188392,14.715034,0.0,0.0,0,0,0.16,-0.23,0.60,-161.87,257.57,14.53,-53.91,72.07,61.52,30.92
2019-12-12 19:17:13.292816,14.819455,0.0,0.0,0,0,0.25,-0.05,1.41,82.46,-38.09,-39.43,-101.81,84.81,-1.03,30.73
2019-12-12 19:17:13.420967,14.94761,0.0,0.0,0,0,0.13,0.19,0.66,38.45,-56.09,-23.01,-44.82,66.80,81.45,30.68
2019-12-12 19:17:13.500345,15.026988,0.0,0.0,0,0,0.33,0.18,0.79,-5.86,0.18,9.09,-18.46,58.59,75.88,30.73
2019-12-12 19:17:13.603946,15.130587,0.0,0.0,0,0,-0.17,-0.17,0.48,-172.30,314.94,43.21,-67.38,75.29,52.44,30.54
2019-12-12 19:17:13.712333,15.238976,0.0,0.0,0,0,0.19,0.07,1.29,83.92,-21.48,-29.24,-101.37,86.43,-4.10,30.58
2019-12-12 19:17:13.816952,15.34363,0.0,0.0,0,0,0.02,0.13,0.64,-31.19,22.77,2.50,-92.43,85.69,59.91,30.54
