datetime,second,joy_x,joy_z,tempo,bgm_start,accx,accy,accz,gyrox,gyroy,gyroz,magx,magy,magz,tempMPU9250
2019-12-12 19:20:14.010559,10.036324,0.0,0.0,0,0,0.13,0.00,0.79,-7.69,27.47,-8.67,-16.11,51.56,24.90,30.92
2019-12-12 19:20:14.126944,10.152752,0.0,0.0,0,0,0.13,0.02,1.08,7.26,20.75,-16.24,-29.59,65.04,14.65,31.21
2019-12-12 19:20:14.209787,10.235564,0.0,0.0,0,0,0.06,0.06,1.05,-0.92,10.50,-8.12,-46.88,81.45,-7.62,31.21
2019-12-12 19:20:14.313135,10.338904,0.0,0.0,0,0,0.10,0.04,1.07,-0.98,15.56,-4.82,-49.80,84.96,-43.07,31.11
2019-12-12 19:20:14.419435,10.445203,0.0,0.0,0,0,0.04,0.08,1.06,5.62,9.09,-2.44,-33.54,78.96,-75.73,31.06
2019-12-12 19:20:14.523309,10.549073,0.0,0.0,0,0,0.05,0.52,1.61,-60.67,7.02,20.51,4.25,61.08,-94.48,31.26
2019-12-12 19:20:14.626891,10.652658,0.0,0.0,0,0,0.12,0.01,1.31,3.66,-17.58,2.75,1.32,61.38,-89.79,31.11
2019-12-12 19:20:14.730713,10.756483,0.0,0.0,0,0,0.03,0.08,0.95,5.86,-33.20,1.83,-51.86,86.72,-35.45,30.78
2019-12-12 19:20:14.859311,10.885077,0.0,0.0,0,0,0.09,0.10,1.01,-1.71,-18.74,8.48,-49.22,81.45,14.65,31.26
2019-12-12 19:20:14.963116,10.988879,0.0,0.0,0,0,0.19,-0.01,0.97,4.27,-22.22,8.61,-25.93,63.43,30.91,31.06
2019-12-12 19:20:15.066739,11.092506,0.0,0.0,0,0,0.17,0.01,0.77,-5.25,-4.88,2.20,-16.70,53.61,33.98,31.21
2019-12-12 19:20:15.171993,11.197785,0.0,0.0,0,0,0.17,-0.01,0.93,-9.64,23.74,-9.16,-21.53,58.15,29.15,31.26
2019-12-12 19:20:15.274264,11.300033,0.0,0.0,0,0,0.12,0.07,1.08,2.93,17.82,-3.97,-39.26,74.12,17.87,31.11
2019-12-12 19:20:15.377660,11.403429,0.0,0.0,0,0,0.11,0.00,1.10,1.77,13.79,-2.38,-42.77,81.15,-3.81,30.92
2019-12-12 19:20:15.490091,11.51586,0.0,0.0,0,0,0.06,0.02,1.05,6.04,3.78,-2.08,-47.61,87.74,-22.41,31.06
2019-12-12 19:20:15.593827,11.619598,0.0,0.0,0,0,0.04,0.05,0.99,5.37,13.73,-2.99,-45.41,87.30,-43.07,31.21
2019-12-12 19:20:15.696928,11.722698,0.0,0.0,0,0,0.03,0.03,1.01,1.34,14.34,3.05,-18.31,75.15,-74.27,31.30
2019-12-12 19:20:15.800508,11.826277,0.0,0.0,0,0,-0.31,-0.31,1.03,-4.64,-7.93,2.14,15.38,58.74,-89.50,30.87
2019-12-12 19:20:15.905197,11.930968,0.0,0.0,0,0,0.11,-0.02,1.26,10.38,-19.65,-2.81,-3.52,65.92,-82.03,31.11
2019-12-12 19:20:16.009860,12.035627,0.0,0.0,0,0,0.05,0.06,0.92,-1.83,-20.81,3.97,-46.73,87.16,-31.79,31.21
2019-12-12 19:20:16.112733,12.138505,0.0,0.0,0,0,0.10,0.03,1.04,-1.28,-9.95,6.29,-45.56,82.18,2.49,31.21
2019-12-12 19:20:16.216739,12.242509,0.0,0.0,0,0,0.11,0.04,0.99,2.20,-13.31,5.31,-32.37,71.34,21.83,31.40
2019-12-12 19:20:16.320541,12.346311,0.0,0.0,0,0,0.14,0.01,0.90,1.65,-7.63,0.55,-25.05,61.38,28.86,31.11
2019-12-12 19:20:16.474296,12.500067,0.0,0.0,0,0,0.09,-0.02,0.81,-4.27,22.46,0.24,-26.66,64.16,23.73,31.11
2019-12-12 19:20:16.554370,12.580177,0.0,0.0,0,0,0.13,0.00,1.13,8.85,17.88,-10.44,-38.23,78.37,5.13,31.02
2019-12-12 19:20:16.658694,12.684461,0.0,0.0,0,0,0.02,0.03,1.01,7.20,8.67,-6.35,-46.14,89.21,-16.85,31.21
2019-12-12 19:20:16.764178,12.789974,0.0,0.0,0,0,0.04,0.01,1.05,1.10,10.38,-1.95,-43.07,87.01,-44.24,31.21
2019-12-12 19:20:16.868189,12.89396,0.0,0.0,0,0,0.02,0.05,0.99,1.65,4.39,-2.69,-30.91,82.76,-71.04,31.21
2019-12-12 19:20:16.971922,12.99769,0.0,0.0,0,0,-0.01,0.02,1.02,-9.83,12.94,7.57,-1.61,68.70,-95.36,31.21
2019-12-12 19:20:17.078053,13.103825,0.0,0.0,0,0,0.02,-0.00,1.15,15.08,-21.48,-2.75,3.37,66.36,-95.65,31.26
2019-12-12 19:20:17.181811,13.207576,0.0,0.0,0,0,0.04,0.04,0.96,-0.12,-23.50,4.27,-34.28,84.96,-56.84,31.21
2019-12-12 19:20:17.284466,13.310205,0.0,0.0,0,0,0.07,0.06,1.05,-1.95,-19.41,7.26,-43.51,85.99,-12.16,31.21
2019-12-12 19:20:17.389186,13.414953,0.0,0.0,0,0,0.16,0.02,1.01,10.38,-18.98,5.31,-32.52,74.71,14.94,31.26
2019-12-12 19:20:17.493094,13.51886,0.0,0.0,0,0,0.16,0.03,0.95,0.49,-7.57,1.34,-24.17,62.55,25.63,31.26
2019-12-12 19:20:17.596642,13.622424,0.0,0.0,0,0,0.12,0.01,0.81,1.22,10.93,-5.68,-23.73,60.64,26.37,31.11
2019-12-12 19:20:17.701203,13.726997,0.0,0.0,0,0,0.15,0.04,1.10,3.72,17.76,-8.06,-35.74,72.07,17.58,31.26
2019-12-12 19:20:17.804371,13.83014,0.0,0.0,0,0,0.09,0.05,1.06,6.16,12.33,-5.68,-45.12,83.79,-6.15,31.11
2019-12-12 19:20:17.908202,13.933973,0.0,0.0,0,0,0.08,0.00,1.07,1.28,13.06,-4.15,-44.97,85.69,-33.84,31.21
2019-12-12 19:20:18.046585,14.072348,0.0,0.0,0,0,0.02,0.02,1.02,-0.24,7.26,-0.85,-36.91,83.50,-64.45,31.26
2019-12-12 19:20:18.125841,14.151631,0.0,0.0,0,0,-0.01,0.06,1.01,-10.86,14.59,6.29,-9.96,70.61,-87.89,31.21
2019-12-12 19:20:18.229685,14.25546,0.0,0.0,0,0,0.06,0.10,1.27,-0.98,-11.47,3.30,10.25,60.35,-91.41,31.11
2019-12-12 19:20:18.357802,14.38357,0.0,0.0,0,0,0.04,0.03,1.01,3.30,-27.89,1.28,-37.50,83.79,-56.84,31.21
2019-12-12 19:20:18.461717,14.487486,0.0,0.0,0,0,0.08,0.06,1.00,-4.88,-22.16,4.82,-48.63,86.13,-4.98,31.45
2019-12-12 19:20:18.568224,14.593992,0.0,0.0,0,0,0.14,0.03,1.03,-2.08,-19.35,6.71,-36.91,73.24,21.97,31.21
2019-12-12 19:20:18.671677,14.697442,0.0,0.0,0,0,0.15,0.02,0.93,-0.43,-15.87,3.42,-25.49,60.35,31.05,31.21
2019-12-12 19:20:18.775500,14.80126,0.0,0.0,0,0,0.17,-0.00,0.82,-1.83,3.54,-3.85,-19.92,55.37,33.40,31.21
2019-12-12 19:20:18.879543,14.905311,0.0,0.0,0,0,0.15,0.02,1.03,-3.97,18.31,-5.00,-26.95,62.11,28.42,31.21
2019-12-12 19:20:18.983376,15.009147,0.0,0.0,0,0,0.10,0.03,1.05,10.68,13.92,-6.10,-42.04,76.32,13.04,31.21
2019-12-12 19:20:19.086785,15.112558,0.0,0.0,0,0,0.11,0.01,1.04,7.51,8.79,-3.91,-48.05,85.25,-15.53,31.26
2019-12-12 19:20:19.190800,15.216566,0.0,0.0,0,0,0.04,0.05,1.04,-0.85,8.30,-3.42,-50.68,88.77,-46.29,31.21
2019-12-12 19:20:19.316301,15.342088,0.0,0.0,0,0,0.01,0.04,0.99,-12.27,10.99,5.62,-25.20,76.46,-86.13,31.21
2019-12-12 19:20:19.399668,15.425434,0.0,0.0,0,0,0.03,0.04,1.00,1.40,-2.75,-2.56,9.96,64.16,-100.78,31.30
2019-12-12 19:20:19.503635,15.529403,0.0,0.0,0,0,0.02,0.03,1.02,1.16,2.38,2.62,10.40,61.96,-100.93,31.11
2019-12-12 19:20:19.607841,15.633612,0.0,0.0,0,0,0.02,0.02,1.02,0.85,-1.34,0.00,11.87,63.13,-98.29,31.21
2019-12-12 19:20:19.711856,15.737624,0.0,0.0,0,0,0.02,0.02,1.03,0.79,-1.34,-0.18,12.16,61.96,-98.88,31.11
2019-12-12 19:20:19.815568,15.841341,0.0,0.0,0,0,0.02,0.02,1.03,1.16,-1.16,0.00,11.87,62.55,-97.41,31.21
2019-12-12 19:20:19.919380,15.945144,0.0,0.0,0,0,0.02,0.02,1.03,1.04,-1.46,0.00,10.11,62.55,-98.58,31.21
2019-12-12 19:20:20.021622,16.047339,0.0,0.0,0,0,0.02,0.02,1.03,1.16,-1.22,-0.18,12.16,63.13,-100.34,31.06
2019-12-12 19:20:20.154291,16.180055,0.0,0.0,0,0,0.02,0.02,1.03,0.92,-1.10,0.06,11.28,62.55,-98.29,31.40
