datetime,second,joy_x,joy_z,tempo,bgm_start
2019-11-12 17:48:08.410338,7.04513,0.511703848839,-0.424838542938,0,0
2019-11-12 17:48:08.414302,7.049094,0.5008456707,-0.424838542938,0,0
2019-11-12 17:48:08.418350,7.05314,0.457445144653,-0.424838542938,0,0
2019-11-12 17:48:08.422371,7.057162,0.424870669842,-0.424838542938,0,0
2019-11-12 17:48:08.426161,7.060973,0.381470113993,-0.403154343367,0,0
2019-11-12 17:48:08.430184,7.064972,0.294669061899,-0.381437987089,0,0
2019-11-12 17:48:08.434205,7.068997,0.272952735424,-0.338037461042,0,0
2019-11-12 17:48:08.438200,7.072992,0.207835868001,-0.283778756857,0,0
2019-11-12 17:48:08.442198,7.076989,0.142719000578,-0.229520067573,0,0
2019-11-12 17:48:08.446203,7.081013,0.0884603112936,-0.175261378288,0,0
2019-11-12 17:48:08.450196,7.085004,0.0124852824956,-0.0884281843901,0,0
2019-11-12 17:48:08.454192,7.089002,-0.0,-0.00162711844314,0,0
2019-11-12 17:48:08.458118,7.09291,-0.0,-0.0,0,0
2019-11-12 17:48:08.518196,7.153004,-0.0,-0.0,0,0
2019-11-12 17:48:08.522204,7.156995,-0.0,-0.0,0,0
2019-11-12 17:48:08.526083,7.160875,-0.00162711844314,-0.0,0,0
2019-11-12 17:48:08.529968,7.164757,-0.131828710437,-0.0,0,0
2019-11-12 17:48:08.534259,7.169049,-0.251204282045,-0.0,0,0
2019-11-12 17:48:08.538327,7.173117,-0.392296165228,0.0342016108334,0,0
2019-11-12 17:48:08.542279,7.177069,-0.533355951309,0.077602148056,0,0
2019-11-12 17:48:08.546270,7.181061,-0.674447834492,0.121034801006,0,0
2019-11-12 17:48:08.550216,7.185006,-0.804681539536,0.207835868001,0,0
2019-11-12 17:48:08.554214,7.18902,-0.967457652092,0.294669061899,0,0
2019-11-12 17:48:08.558170,7.192962,-1.0,0.359753787518,0,0
2019-11-12 17:48:08.562199,7.197006,-1.0,0.370611965656,0,0
2019-11-12 17:48:08.566223,7.201031,-1.0,0.381470113993,0,0
2019-11-12 17:48:08.570077,7.204886,-1.0,0.446586996317,0,0
2019-11-12 17:48:08.570958,7.205735,-1.0,0.446586996317,1,0
2019-11-12 17:48:08.574043,7.208825,-1.0,0.457445144653,0,0
2019-11-12 17:48:08.578193,7.213001,-1.0,0.457445144653,0,0
2019-11-12 17:48:08.582237,7.217047,-1.0,0.468303322792,0,0
2019-11-12 17:48:08.586120,7.220922,-1.0,0.468303322792,0,0
2019-11-12 17:48:08.590025,7.224799,-1.0,0.468303322792,0,0
2019-11-12 17:48:08.594347,7.229138,-1.0,0.468303322792,0,0
2019-11-12 17:48:08.598220,7.233008,-1.0,0.468303322792,0,0
2019-11-12 17:48:08.602034,7.236853,-1.0,0.468303322792,0,0
2019-11-12 17:48:08.606327,7.241117,-1.0,0.468303322792,0,0
2019-11-12 17:48:08.610343,7.245134,-1.0,0.479129344225,0,0
2019-11-12 17:48:08.614354,7.249146,-1.0,0.468303322792,0,0
2019-11-12 17:48:08.618338,7.253129,-1.0,0.479129344225,0,0
2019-11-12 17:48:08.622335,7.25713,-1.0,0.511703848839,0,0
2019-11-12 17:48:08.626303,7.261097,-1.0,0.544246196747,0,0
2019-11-12 17:48:08.630118,7.264908,-1.0,0.565962553024,0,0
2019-11-12 17:48:08.634305,7.269096,-1.0,0.587678849697,0,0
2019-11-12 17:48:08.638406,7.273201,-0.978315770626,0.663621783257,0,0
2019-11-12 17:48:08.642460,7.277252,-0.956599473953,0.696196258068,0,0
2019-11-12 17:48:08.646357,7.281148,-0.934915244579,0.750454962254,0,0
2019-11-12 17:48:08.650365,7.285157,-0.86979842186,0.826397895813,0,0
2019-11-12 17:48:08.654426,7.28922,-0.761281013489,0.891514718533,0,0
2019-11-12 17:48:08.658434,7.293227,-0.707022309303,0.945773422718,0,0
2019-11-12 17:48:08.662290,7.297097,-0.598472774029,1.0,0,0
2019-11-12 17:48:08.666311,7.301102,-0.48995539546,1.0,0,0
2019-11-12 17:48:08.670176,7.304966,-0.381437987089,1.0,0,0
2019-11-12 17:48:08.671682,7.306486,-0.381437987089,1.0,1,0
2019-11-12 17:48:08.674357,7.309148,-0.283778756857,1.0,0,0
2019-11-12 17:48:08.678345,7.313136,-0.218661904335,1.0,0,0
2019-11-12 17:48:08.682249,7.317069,-0.131828710437,1.0,0,0
2019-11-12 17:48:08.686317,7.321107,-0.0667118579149,1.0,0,0
2019-11-12 17:48:08.690213,7.325013,-0.00162711844314,0.945773422718,0,0
2019-11-12 17:48:08.694362,7.329153,-0.0,0.815571844578,0,0
2019-11-12 17:48:08.698307,7.333099,-0.0,0.674479961395,0,0
2019-11-12 17:48:08.702311,7.337104,-0.0,0.5008456707,0,0
2019-11-12 17:48:08.706307,7.341098,-0.0,0.28381088376,0,0
2019-11-12 17:48:08.710355,7.345147,-0.0,0.0667439773679,0,0
2019-11-12 17:48:08.714367,7.349174,-0.0,-0.0,0,0
2019-11-12 17:48:08.852938,7.487728,-0.0,-0.0,0,0
2019-11-12 17:48:08.969307,7.604111,-0.0,-0.0,0,0
2019-11-12 17:48:08.981193,7.615984,-0.0,-0.0,0,0
2019-11-12 17:48:09.008978,7.643808,-0.0,-0.0,0,0
2019-11-12 17:48:09.010326,7.645117,-0.0,-0.0,0,0
2019-11-12 17:48:09.014354,7.649146,-0.0,-0.0,0,0
2019-11-12 17:48:09.018346,7.653138,-0.0,-0.0,0,0
2019-11-12 17:48:09.022248,7.657038,-0.0,-0.0,0,0
2019-11-12 17:48:09.026291,7.661099,-0.0,-0.0,0,0
2019-11-12 17:48:09.030318,7.665106,-0.0,-0.0,0,0
2019-11-12 17:48:09.071401,7.706176,-0.0,-0.0,1,0
2019-11-12 17:48:09.125115,7.759908,-0.0,-0.0,0,0
2019-11-12 17:48:09.149220,7.78401,-0.0,-0.0,0,0
2019-11-12 17:48:09.150352,7.785135,-0.0,-0.0,0,0
2019-11-12 17:48:09.154306,7.789097,-0.0,-0.0,0,0
2019-11-12 17:48:09.158324,7.793116,-0.0,-0.0,0,0
2019-11-12 17:48:09.162301,7.797094,-0.0,-0.0,0,0
2019-11-12 17:48:09.166355,7.801147,-0.0,-0.0,0,0
2019-11-12 17:48:09.170346,7.805137,-0.0,-0.0,0,0
2019-11-12 17:48:09.172166,7.806969,-0.0,-0.0,1,0
2019-11-12 17:48:09.172989,7.807797,-0.0,-0.0,0,0
2019-11-12 17:48:09.245249,7.880044,-0.0,-0.0,0,0
2019-11-12 17:48:09.245542,7.88033,-0.0,-0.0,0,0
2019-11-12 17:48:09.246360,7.88113,-0.0,-0.0,0,0
2019-11-12 17:48:09.250341,7.885132,-0.0,-0.0,0,0
2019-11-12 17:48:09.254339,7.889129,-0.0,-0.0,0,0
2019-11-12 17:48:09.258407,7.893203,-0.0,-0.0,0,0
2019-11-12 17:48:09.262405,7.8972,-0.0,-0.0,0,0
2019-11-12 17:48:09.266452,7.901247,-0.0,-0.0,0,0
2019-11-12 17:48:09.270455,7.90525,-0.0,-0.0,0,0
2019-11-12 17:48:09.274066,7.908852,-0.0,-0.0,0,0
2019-11-12 17:48:09.321156,7.955947,-0.0,-0.0,0,0
2019-11-12 17:48:09.322329,7.957112,-0.0,-0.0,0,0
2019-11-12 17:48:09.326311,7.961102,-0.0,-0.0,0,0
2019-11-12 17:48:09.330254,7.965044,-0.0,-0.0,0,0
2019-11-12 17:48:09.334352,7.969142,-0.0,-0.0,0,0
2019-11-12 17:48:09.338295,7.973106,-0.0,-0.0,0,0
